CAMIS,Now_Crit,CUISINE,BORO,ZIPCODE,CBoard,Past_Crit
41531789,True,Bakery Products/Desserts,Manhattan,10011.0,104.0,True
41532018,True,Caribbean,Brooklyn,11203.0,317.0,True
41532039,True,Hotdogs/Pretzels,Manhattan,10036.0,105.0,True
41532069,True,Pizza,Manhattan,10012.0,102.0,True
41532134,False,Coffee/Tea,Bronx,10462.0,211.0,True
41532156,True,Japanese,Manhattan,10022.0,106.0,True
41532181,False,Chinese,Brooklyn,11232.0,312.0,True
41532259,True,American,Brooklyn,11234.0,318.0,True
41532612,True,Italian,Manhattan,10028.0,108.0,False
41532729,True,Bagels/Pretzels,Brooklyn,11201.0,302.0,True
41532740,True,Caribbean,Brooklyn,11210.0,314.0,True
41532937,True,Latin American,Queens,11377.0,402.0,True
41532950,False,Frozen Desserts,Brooklyn,11234.0,318.0,False
41533094,True,American,Brooklyn,11217.0,302.0,True
41533491,True,Frozen Desserts,Manhattan,10028.0,108.0,True
41533744,True,Sandwiches,Manhattan,10001.0,104.0,True
41533970,True,Donuts,Bronx,10458.0,205.0,True
41534020,False,Pizza,Brooklyn,11231.0,306.0,False
41534086,True,Pizza,Brooklyn,11222.0,301.0,True
41534110,True,Chinese,Brooklyn,11237.0,304.0,True
41534242,True,American,Bronx,10465.0,210.0,True
41534382,True,American,Bronx,10465.0,210.0,True
41534701,False,Sandwiches,Bronx,10466.0,212.0,True
41535326,True,Chinese,Brooklyn,11229.0,315.0,True
41535370,True,Seafood,Manhattan,10024.0,107.0,False
41535378,True,American,Manhattan,10007.0,101.0,True
41535441,True,American,Manhattan,10019.0,105.0,True
41535549,True,Italian,Staten Island,10310.0,501.0,True
41535706,True,Afghan,Queens,11004.0,413.0,False
41536484,True,American,Brooklyn,11204.0,311.0,True
41536647,True,Latin American,Bronx,10461.0,210.0,True
41536786,True,American,Brooklyn,11211.0,301.0,True
41537020,True,Chinese,Manhattan,10002.0,103.0,True
41537124,True,Korean,Queens,11361.0,411.0,True
41537422,True,Pizza,Queens,11102.0,401.0,True
41537509,True,American,Brooklyn,11222.0,301.0,True
41537807,True,American,Bronx,10461.0,211.0,True
41537945,False,Tex-Mex,Manhattan,10065.0,108.0,False
41538119,True,American,Brooklyn,11238.0,302.0,True
41538244,True,American,Manhattan,10016.0,106.0,True
41538513,True,Pizza,Manhattan,10012.0,102.0,True
41538633,True,Southeast Asian,Manhattan,10012.0,102.0,True
41538728,True,American,Manhattan,10036.0,105.0,True
41538914,True,American,Bronx,10451.0,204.0,True
41539001,True,Frozen Desserts,Brooklyn,11234.0,318.0,True
41539151,True,Donuts,Brooklyn,11234.0,318.0,True
41539237,True,American,Queens,11385.0,405.0,True
41539265,False,Italian,Manhattan,10022.0,106.0,True
41539275,False,American,Manhattan,10019.0,104.0,True
41539489,True,Mexican,Bronx,10463.0,208.0,True
41539580,True,Bakery Products/Desserts,Queens,11372.0,403.0,True
41539593,True,Mexican,Queens,11372.0,403.0,True
41539722,True,Frozen Desserts,Queens,11385.0,406.0,True
41539948,True,Japanese,Queens,11365.0,408.0,True
41539957,True,Coffee/Tea,Brooklyn,11218.0,307.0,True
41539993,True,Chinese,Brooklyn,11220.0,312.0,True
41540016,True,American,Brooklyn,11205.0,302.0,True
41540232,True,American,Staten Island,10306.0,502.0,True
41540355,False,Pizza,Bronx,10468.0,208.0,True
41540508,True,American,Bronx,10471.0,226.0,True
41540512,True,Donuts,Bronx,10471.0,226.0,True
41540529,True,Coffee/Tea,Manhattan,10003.0,103.0,False
41540906,True,Italian,Manhattan,10018.0,105.0,True
41540924,True,American,Bronx,10461.0,211.0,False
41540996,True,Mediterranean,Manhattan,10019.0,104.0,True
41541247,True,Russian,Brooklyn,11235.0,313.0,True
41541376,True,American,Brooklyn,11222.0,301.0,True
41541403,True,Japanese,Staten Island,10314.0,502.0,True
41541587,False,American,Manhattan,10018.0,105.0,True
41541660,True,Donuts,Manhattan,10121.0,105.0,True
41541674,True,Pancakes/Waffles,Brooklyn,11207.0,318.0,True
41541676,False,Thai,Brooklyn,11217.0,306.0,True
41541736,True,American,Manhattan,10013.0,103.0,True
41541793,True,Latin American,Manhattan,10036.0,105.0,True
41541889,True,French,Manhattan,10014.0,102.0,True
41541928,False,Seafood,Manhattan,10014.0,102.0,True
41541993,True,Mexican,Bronx,11691.0,414.0,True
41542018,True,American,Manhattan,10033.0,112.0,True
41542069,True,American,Manhattan,10024.0,107.0,True
41542299,True,Spanish,Manhattan,10012.0,102.0,False
41542304,True,Indian,Manhattan,10010.0,105.0,True
41542451,False,Pizza,Brooklyn,11236.0,318.0,True
41542461,True,Chinese,Brooklyn,11220.0,307.0,True
41542651,True,Bakery Products/Desserts,Brooklyn,11208.0,305.0,True
41542713,True,Mediterranean,Manhattan,10016.0,106.0,True
41542793,True,Seafood,Manhattan,10028.0,108.0,True
41542801,True,Thai,Manhattan,10075.0,108.0,True
41542821,False,Coffee/Tea,Manhattan,10013.0,102.0,True
41542863,True,Chinese,Bronx,10457.0,206.0,True
41543097,True,Pizza,Manhattan,10019.0,104.0,True
41543356,False,Pizza,Queens,11429.0,413.0,True
41543410,True,American,Manhattan,10027.0,110.0,True
41543722,True,Pizza,Manhattan,10033.0,112.0,True
41543738,True,Chinese,Manhattan,10001.0,104.0,True
41543813,True,Italian,Manhattan,10018.0,104.0,True
41543826,True,Italian,Manhattan,10013.0,102.0,True
41543866,True,Barbecue,Queens,11374.0,406.0,True
41543885,True,American,Manhattan,10012.0,102.0,True
41543887,True,American,Manhattan,10002.0,103.0,True
41543919,False,American,Queens,11430.0,483.0,False
41543951,True,American,Brooklyn,11249.0,301.0,False
41543970,True,Middle Eastern,Manhattan,11691.0,414.0,True
41543996,True,American,Bronx,10462.0,211.0,True
41544542,True,Soups/Salads/Sandwiches,Manhattan,10016.0,105.0,True
41544554,False,Chinese,Brooklyn,11206.0,303.0,True
41544565,True,American,Bronx,10461.0,210.0,True
41544844,True,Italian,Manhattan,10019.0,105.0,True
41544857,True,Chinese,Brooklyn,11201.0,302.0,True
41545050,True,Italian,Bronx,10461.0,211.0,True
41545062,True,Japanese,Queens,11363.0,411.0,True
41545370,False,African,Manhattan,11691.0,414.0,True
41545589,True,Pizza,Bronx,10471.0,208.0,True
41545595,True,American,Manhattan,10013.0,101.0,False
41545605,True,Coffee/Tea,Manhattan,10014.0,102.0,True
41545645,True,Japanese,Brooklyn,11235.0,315.0,True
41545743,True,Bakery Products/Desserts,Manhattan,10002.0,103.0,True
41545758,True,Latin American,Brooklyn,11219.0,312.0,True
41546006,False,Tex-Mex,Manhattan,11691.0,414.0,True
41546041,True,American,Manhattan,10075.0,108.0,True
41546054,True,American,Manhattan,10016.0,106.0,True
41546087,False,"Juice, Smoothies, Fruit Salads",Brooklyn,11234.0,318.0,True
41546229,True,Pizza,Bronx,10461.0,210.0,True
41546465,True,Thai,Manhattan,10024.0,107.0,True
41546717,True,Korean,Manhattan,10019.0,104.0,True
41546745,True,Latin American,Brooklyn,11206.0,303.0,True
41546871,True,Italian,Staten Island,10314.0,501.0,True
41546934,True,American,Queens,11363.0,411.0,True
41546956,True,Chinese,Brooklyn,11216.0,303.0,True
41546986,True,American,Manhattan,10009.0,103.0,True
41547077,True,Chicken,Queens,11103.0,401.0,True
41547179,True,Russian,Brooklyn,11214.0,311.0,True
41547298,True,American,Manhattan,10004.0,101.0,True
41547604,True,Chinese,Queens,11375.0,406.0,True
41547684,True,Chicken,Staten Island,10310.0,501.0,True
41547788,False,French,Manhattan,10019.0,105.0,False
41547909,True,Japanese,Queens,11105.0,401.0,True
41548052,True,Donuts,Queens,11370.0,403.0,True
41548070,True,Chicken,Bronx,11691.0,414.0,False
41548181,True,Korean,Queens,11361.0,411.0,True
41548238,True,Caribbean,Bronx,10470.0,212.0,True
41548334,True,American,Manhattan,10013.0,101.0,True
41548430,True,Mexican,Brooklyn,11237.0,304.0,True
41548669,True,Chinese,Brooklyn,11215.0,306.0,True
41548686,True,Turkish,Manhattan,10019.0,104.0,True
41548700,True,American,Manhattan,10013.0,101.0,True
41548756,True,Chinese/Japanese,Brooklyn,11204.0,311.0,True
41548763,True,Mexican,Queens,11421.0,409.0,True
41549019,True,American,Bronx,10471.0,208.0,True
41549174,False,Sandwiches,Queens,11691.0,414.0,True
41549281,False,Donuts,Manhattan,10001.0,104.0,True
41549333,True,Caribbean,Queens,11420.0,410.0,True
41549526,False,Caribbean,Bronx,10462.0,209.0,False
41549545,True,Italian,Staten Island,10312.0,503.0,True
41549759,False,Tex-Mex,Manhattan,10019.0,105.0,True
41549763,True,Tex-Mex,Manhattan,10019.0,105.0,True
41549862,True,Pizza,Bronx,10462.0,211.0,True
41549885,False,Chinese,Bronx,10469.0,212.0,True
41549888,True,Italian,Manhattan,10033.0,112.0,True
41550291,True,American,Queens,11357.0,407.0,True
41550602,True,American,Manhattan,10010.0,105.0,True
41551165,True,Asian/Asian Fusion,Manhattan,10017.0,105.0,True
41551299,True,American,Brooklyn,11215.0,307.0,True
41551304,True,American,Manhattan,10036.0,105.0,True
41551354,True,Bangladeshi,Queens,11372.0,403.0,True
41551369,True,Southeast Asian,Manhattan,10019.0,104.0,True
41551945,True,Bakery Products/Desserts,Brooklyn,11226.0,317.0,True
41552060,False,American,Manhattan,10036.0,105.0,True
41552204,False,Hamburgers,Bronx,10475.0,210.0,False
41552224,False,Coffee/Tea,Manhattan,10003.0,105.0,True
41552243,True,American,Queens,11101.0,401.0,True
41552525,True,Caribbean,Queens,11106.0,401.0,True
41552592,True,Chinese,Brooklyn,11201.0,306.0,True
41552593,False,Italian,Manhattan,10024.0,107.0,True
41553265,True,Greek,Queens,11361.0,411.0,True
41553360,True,Donuts,Manhattan,10029.0,111.0,False
41553479,True,Chinese,Manhattan,10013.0,102.0,True
41553996,True,Spanish,Brooklyn,11237.0,304.0,True
41554120,True,Italian,Queens,11101.0,402.0,True
41554263,True,Chicken,Queens,11423.0,412.0,False
41554424,True,Mexican,Queens,11385.0,405.0,True
41554670,True,American,Manhattan,10004.0,101.0,True
41554812,True,Mexican,Brooklyn,11237.0,304.0,True
41554963,True,Latin American,Brooklyn,11215.0,306.0,True
41555424,True,American,Brooklyn,11232.0,307.0,True
41555573,False,Chinese,Brooklyn,11235.0,315.0,True
41555577,True,American,Brooklyn,11211.0,301.0,True
41555612,True,Jewish/Kosher,Brooklyn,11225.0,309.0,True
41555685,True,American,Brooklyn,11201.0,302.0,True
41555711,True,Chinese,Staten Island,10306.0,502.0,False
41555821,True,Bottled Beverages,Staten Island,10308.0,503.0,True
41555860,False,Donuts,Queens,11106.0,401.0,True
41555969,True,American,Queens,11354.0,407.0,True
41555982,True,Mexican,Manhattan,10009.0,103.0,True
41556098,False,Thai,Brooklyn,11238.0,308.0,True
41556136,True,American,Bronx,10472.0,209.0,True
41556209,True,Chinese,Queens,11357.0,407.0,True
41556469,True,American,Queens,11102.0,401.0,True
41556473,True,Chinese,Queens,11423.0,412.0,True
41556769,False,Japanese,Manhattan,10019.0,104.0,False
41556790,False,Hamburgers,Manhattan,11691.0,414.0,True
41556791,False,American,Manhattan,10027.0,109.0,True
41556827,True,American,Queens,11375.0,406.0,True
41557136,True,Jewish/Kosher,Brooklyn,11223.0,315.0,True
41557377,True,English,Manhattan,10021.0,108.0,False
41557551,True,Chinese,Queens,11432.0,412.0,True
41557716,True,Chinese/Japanese,Manhattan,10024.0,107.0,True
41557786,True,Donuts,Staten Island,10306.0,502.0,True
41557884,True,Jewish/Kosher,Manhattan,10024.0,107.0,True
41558242,False,Other,Manhattan,10029.0,111.0,True
41558375,True,Soups/Salads/Sandwiches,Manhattan,10017.0,106.0,True
41558494,True,Chinese,Bronx,10460.0,203.0,True
41558513,True,Jewish/Kosher,Brooklyn,11230.0,314.0,True
41558716,True,Caribbean,Brooklyn,11225.0,309.0,True
41558768,True,Bakery Products/Desserts,Brooklyn,11238.0,308.0,True
41558805,True,American,Brooklyn,11211.0,301.0,True
41558982,True,American,Bronx,11691.0,414.0,True
41558986,True,Korean,Brooklyn,11205.0,303.0,True
41559082,True,Italian,Queens,11377.0,402.0,True
41559193,False,Sandwiches,Manhattan,10007.0,101.0,True
41559330,True,Latin American,Queens,11691.0,414.0,True
41559345,True,"Juice, Smoothies, Fruit Salads",Brooklyn,11210.0,314.0,False
41559365,True,Caribbean,Bronx,10456.0,204.0,True
41559459,True,Latin American,Manhattan,10031.0,109.0,True
41559772,True,Chicken,Bronx,10468.0,205.0,True
41559805,True,Donuts,Brooklyn,11208.0,305.0,True
41559843,True,Donuts,Queens,11354.0,407.0,True
41559846,True,Donuts,Queens,11379.0,405.0,True
41560032,True,Chinese,Staten Island,10305.0,502.0,False
41560421,True,American,Queens,11693.0,414.0,False
41560435,False,Italian,Staten Island,10305.0,502.0,True
41560744,True,Pizza,Queens,11432.0,408.0,True
41560794,True,Hamburgers,Bronx,10457.0,206.0,True
41560827,True,American,Manhattan,11691.0,414.0,False
41560830,True,American,Manhattan,11691.0,414.0,True
41560849,False,American,Manhattan,11691.0,414.0,True
41561140,False,Italian,Manhattan,10024.0,107.0,True
41561233,False,Southeast Asian,Brooklyn,11215.0,306.0,True
41561516,True,Thai,Manhattan,10036.0,104.0,True
41561546,True,Bakery Products/Desserts,Queens,11385.0,405.0,True
41561572,True,Sandwiches,Queens,11374.0,406.0,True
41561808,True,Middle Eastern,Manhattan,10027.0,109.0,True
41561855,True,Italian,Manhattan,10012.0,102.0,True
41562131,True,"Juice, Smoothies, Fruit Salads",Manhattan,10002.0,103.0,True
41562252,True,Bakery Products/Desserts,Queens,11106.0,401.0,True
41562412,True,Tex-Mex,Manhattan,10036.0,104.0,True
41562415,True,American,Manhattan,10017.0,106.0,True
41562604,True,Frozen Desserts,Brooklyn,11218.0,307.0,False
41562672,True,Donuts,Queens,11432.0,412.0,True
41562680,True,Donuts,Queens,11433.0,412.0,True
41562690,False,Donuts,Queens,11423.0,412.0,True
41562854,False,Latin American,Queens,11372.0,403.0,True
41563113,True,Pizza,Queens,11105.0,401.0,True
41563445,True,American,Manhattan,10012.0,102.0,True
41563537,True,Italian,Manhattan,10013.0,102.0,True
41563594,True,Sandwiches,Bronx,10461.0,211.0,True
41563682,True,Chinese,Manhattan,10013.0,103.0,True
41563691,True,Latin American,Queens,11106.0,401.0,True
41563707,True,Italian,Staten Island,10306.0,502.0,True
41563809,True,Chinese,Manhattan,10035.0,111.0,True
41564000,True,Italian,Manhattan,10013.0,102.0,True
41564165,True,American,Brooklyn,11205.0,302.0,True
41564170,True,Italian,Manhattan,10026.0,110.0,True
41564382,False,Hamburgers,Manhattan,10016.0,106.0,True
41564527,True,Caribbean,Brooklyn,11225.0,309.0,True
41564700,True,American,Manhattan,10013.0,101.0,True
41564778,True,Spanish,Bronx,10457.0,206.0,True
41564788,True,American,Staten Island,11691.0,414.0,False
41564907,False,American,Brooklyn,11238.0,308.0,False
41564928,False,American,Manhattan,10020.0,105.0,False
41564934,False,American,Manhattan,10020.0,105.0,False
41564945,False,American,Manhattan,10020.0,105.0,False
41564948,True,American,Manhattan,10020.0,105.0,False
41564956,False,American,Manhattan,10020.0,105.0,False
41564963,False,American,Manhattan,10020.0,105.0,False
41565257,True,Coffee/Tea,Manhattan,10009.0,103.0,True
41565416,True,Thai,Brooklyn,11238.0,308.0,True
41565544,True,Indian,Queens,11374.0,406.0,True
41565555,True,Latin American,Manhattan,10023.0,107.0,True
41565678,False,Hamburgers,Bronx,10451.0,204.0,True
41565686,True,Sandwiches,Brooklyn,11232.0,307.0,True
41565705,True,American,Manhattan,10036.0,105.0,True
41565921,True,American,Brooklyn,11215.0,306.0,True
41566063,True,German,Manhattan,10017.0,106.0,True
41566261,False,American,Manhattan,10036.0,104.0,False
41566334,True,American,Brooklyn,11206.0,301.0,True
41566403,True,Greek,Queens,11375.0,406.0,True
41566423,True,Chinese,Bronx,10453.0,205.0,True
41566492,True,Soups/Salads/Sandwiches,Manhattan,10065.0,108.0,False
41566597,True,Spanish,Queens,11435.0,412.0,True
41567009,False,Coffee/Tea,Queens,11106.0,401.0,False
41567044,True,American,Manhattan,10035.0,111.0,True
41567176,True,Frozen Desserts,Queens,11372.0,403.0,True
41567381,False,American,Manhattan,10011.0,104.0,True
41567407,True,American,Manhattan,10036.0,105.0,False
41567414,True,American,Manhattan,10036.0,105.0,False
41567437,True,Bakery Products/Desserts,Brooklyn,11221.0,304.0,True
41567468,False,American,Manhattan,10036.0,105.0,False
41567472,True,American,Manhattan,10036.0,105.0,True
41567772,True,Thai,Brooklyn,11205.0,302.0,True
41567796,True,Greek,Manhattan,10002.0,103.0,True
41567810,True,Chinese,Brooklyn,11226.0,314.0,True
41567826,True,Jewish/Kosher,Queens,11366.0,408.0,True
41567865,True,Mexican,Manhattan,10014.0,102.0,True
41568107,True,Pizza,Manhattan,10010.0,105.0,True
41568366,True,American,Queens,11101.0,401.0,False
41568372,True,American,Queens,11101.0,401.0,True
41568640,True,Caribbean,Manhattan,10039.0,110.0,True
41568650,True,Spanish,Brooklyn,11214.0,311.0,True
41568894,True,Coffee/Tea,Brooklyn,11222.0,301.0,True
41569069,True,Chinese,Bronx,11691.0,414.0,True
41569081,True,Mexican,Bronx,10472.0,209.0,False
41569116,True,American,Manhattan,10010.0,106.0,True
41569184,True,American,Manhattan,10021.0,108.0,True
41569188,False,Chinese,Bronx,10452.0,205.0,True
41569216,True,Coffee/Tea,Manhattan,10010.0,105.0,True
41569330,True,Tex-Mex,Manhattan,10028.0,108.0,False
41569380,True,Mexican,Manhattan,10029.0,111.0,True
41569582,True,Mexican,Brooklyn,11238.0,308.0,True
41569737,True,Chinese,Queens,11426.0,413.0,True
41569764,True,French,Brooklyn,11691.0,414.0,True
41569904,True,Indian,Manhattan,10024.0,107.0,False
41569979,True,Hamburgers,Manhattan,10282.0,101.0,True
41570001,False,Bakery Products/Desserts,Manhattan,10011.0,104.0,True
41570059,True,Chicken,Staten Island,10310.0,501.0,True
41570163,True,Chinese,Manhattan,10030.0,110.0,True
41570217,False,American,Queens,11369.0,480.0,False
41570371,True,American,Queens,11430.0,483.0,True
41570383,False,Coffee/Tea,Queens,11691.0,414.0,True
41570461,True,Mexican,Brooklyn,11249.0,301.0,True
41570719,False,American,Manhattan,10121.0,105.0,True
41570932,True,American,Queens,11428.0,413.0,True
41571021,True,Indian,Manhattan,10028.0,108.0,True
41571036,True,Mexican,Brooklyn,11220.0,307.0,True
41571354,True,Irish,Queens,11416.0,409.0,False
41571471,False,Pizza,Queens,11435.0,412.0,True
41571795,True,Chinese,Staten Island,10304.0,501.0,False
41572018,True,American,Queens,11435.0,412.0,True
41572079,True,Mexican,Manhattan,10033.0,112.0,True
41572121,True,Pizza,Bronx,10459.0,203.0,True
41572368,True,Sandwiches,Brooklyn,11209.0,310.0,True
41572565,False,Seafood,Manhattan,10004.0,101.0,True
41572581,True,Mexican,Manhattan,10128.0,108.0,True
41572590,True,American,Brooklyn,11249.0,301.0,True
41572605,True,Chinese,Bronx,10452.0,204.0,True
41572685,True,Pizza,Staten Island,10305.0,502.0,True
41572691,True,Eastern European,Queens,11106.0,401.0,True
41572874,True,American,Queens,11101.0,401.0,True
41573305,True,Chinese,Queens,11430.0,483.0,True
41573306,True,Frozen Desserts,Manhattan,10038.0,101.0,True
41573314,True,Spanish,Bronx,10472.0,209.0,False
41573408,True,Thai,Manhattan,10003.0,105.0,True
41573619,True,Donuts,Brooklyn,11229.0,315.0,True
41573716,True,American,Manhattan,10014.0,102.0,True
41573739,False,American,Manhattan,10012.0,102.0,True
41573961,True,Chinese,Brooklyn,11214.0,311.0,True
41573988,True,Bakery Products/Desserts,Queens,11375.0,406.0,True
41573992,True,African,Manhattan,10128.0,108.0,True
41574133,True,American,Brooklyn,11201.0,302.0,True
41574266,True,Coffee/Tea,Manhattan,10003.0,103.0,False
41574275,True,Bagels/Pretzels,Brooklyn,11211.0,301.0,True
41574355,True,American,Queens,11101.0,402.0,True
41574370,True,Bakery Products/Desserts,Brooklyn,11229.0,315.0,True
41574432,True,American,Staten Island,10308.0,503.0,True
41574441,False,Pizza,Brooklyn,11215.0,306.0,True
41574650,True,Caribbean,Queens,11429.0,413.0,True
41574708,True,Pizza,Staten Island,10312.0,503.0,True
41574774,True,American,Manhattan,10023.0,107.0,True
41574776,True,Coffee/Tea,Manhattan,10023.0,107.0,True
41574945,True,Caribbean,Brooklyn,11226.0,317.0,True
41574968,True,Asian/Asian Fusion,Queens,11372.0,403.0,True
41575103,True,Pizza,Queens,11104.0,402.0,False
41575384,True,Pizza,Manhattan,10023.0,107.0,True
41575411,True,Caribbean,Brooklyn,11225.0,309.0,True
41575449,True,American,Manhattan,10128.0,108.0,True
41575487,True,Pizza,Manhattan,10010.0,106.0,True
41575509,True,Brazilian,Queens,11101.0,401.0,True
41575838,True,Caribbean,Bronx,10467.0,212.0,True
41575871,True,Creole,Brooklyn,11203.0,317.0,True
41575897,True,Bakery Products/Desserts,Queens,11378.0,405.0,True
41576068,True,American,Queens,11357.0,407.0,True
41576082,True,Latin American,Staten Island,10301.0,501.0,True
41576114,True,Chicken,Brooklyn,11233.0,316.0,True
41576328,True,Chinese,Brooklyn,11226.0,314.0,True
41576416,True,Japanese,Manhattan,10022.0,106.0,True
41576495,True,Peruvian,Queens,11372.0,403.0,True
41576522,True,Latin American,Bronx,10460.0,206.0,True
41576658,True,Chinese,Bronx,10472.0,209.0,True
41576836,True,American,Manhattan,10017.0,105.0,True
41576850,True,American,Manhattan,10019.0,104.0,True
41576935,True,Chinese,Manhattan,10014.0,102.0,True
41577295,False,Latin American,Manhattan,10029.0,111.0,True
41577301,True,Latin American,Manhattan,10011.0,104.0,True
41577304,True,Caribbean,Brooklyn,11205.0,302.0,True
41577394,False,American,Bronx,10471.0,208.0,True
41577501,True,Mexican,Brooklyn,11231.0,306.0,True
41577558,True,Sandwiches,Manhattan,10036.0,105.0,True
41577662,True,Chinese,Brooklyn,11213.0,303.0,True
41577737,True,Coffee/Tea,Brooklyn,11215.0,306.0,True
41577762,True,Indian,Queens,11419.0,409.0,False
41577981,True,Chinese,Brooklyn,11213.0,308.0,True
41578284,True,Creole,Queens,11428.0,413.0,True
41578481,True,American,Queens,11361.0,411.0,True
41578515,True,American,Brooklyn,11238.0,308.0,True
41578619,True,Hamburgers,Manhattan,10037.0,110.0,True
41578669,True,Vegetarian,Manhattan,10024.0,107.0,True
41578677,True,Indian,Manhattan,10016.0,106.0,True
41578971,True,Mediterranean,Manhattan,10023.0,107.0,True
41579022,True,Italian,Manhattan,10010.0,105.0,True
41579102,True,American,Manhattan,10036.0,105.0,True
41579144,True,Soups,Manhattan,10001.0,105.0,True
41579178,False,Bakery Products/Desserts,Brooklyn,11211.0,301.0,True
41579193,False,Jewish/Kosher,Brooklyn,11218.0,312.0,True
41579195,True,Spanish,Brooklyn,11214.0,311.0,True
41579281,True,Japanese,Staten Island,10314.0,502.0,True
41579300,True,Mexican,Bronx,10463.0,208.0,True
41579478,True,Pizza,Queens,11426.0,413.0,False
41579661,True,Donuts,Bronx,10465.0,210.0,True
41579887,True,Seafood,Manhattan,10003.0,103.0,True
41579930,True,Italian,Manhattan,10036.0,105.0,True
41580023,True,Thai,Brooklyn,11691.0,414.0,True
41580082,True,Italian,Manhattan,10023.0,107.0,True
41580321,True,Chinese,Brooklyn,11204.0,311.0,True
41580517,True,Middle Eastern,Manhattan,10031.0,109.0,True
41580537,False,Italian,Manhattan,10010.0,105.0,True
41580756,True,Caribbean,Brooklyn,11208.0,305.0,True
41581031,False,Sandwiches,Manhattan,10022.0,105.0,True
41581283,True,Bakery Products/Desserts,Queens,11355.0,407.0,True
41581350,True,Chinese,Queens,11385.0,405.0,True
41581429,False,American,Manhattan,10003.0,106.0,True
41581830,True,Thai,Manhattan,10011.0,104.0,True
41581902,True,Japanese,Bronx,10465.0,210.0,True
41581905,True,Irish,Manhattan,10033.0,112.0,True
41582081,True,Italian,Manhattan,10028.0,108.0,True
41582117,False,American,Queens,11374.0,406.0,True
41582631,True,American,Manhattan,10013.0,101.0,True
41582708,True,Mexican,Staten Island,10306.0,502.0,False
41582797,True,Bakery Products/Desserts,Brooklyn,11220.0,307.0,True
41582828,False,Sandwiches/Salads/Mixed Buffet,Queens,11369.0,480.0,True
41582839,True,Sandwiches,Queens,11361.0,411.0,True
41582869,True,American,Brooklyn,11208.0,305.0,False
41582872,False,American,Manhattan,10001.0,104.0,True
41583007,True,Mexican,Queens,11372.0,403.0,True
41583046,True,Italian,Brooklyn,11217.0,302.0,True
41583191,True,Latin American,Brooklyn,11226.0,314.0,True
41583286,True,Hamburgers,Brooklyn,11201.0,302.0,True
41583426,True,Latin American,Queens,11103.0,401.0,True
41583431,True,Mexican,Manhattan,10011.0,104.0,True
41583458,True,Bakery Products/Desserts,Manhattan,10065.0,108.0,False
41583460,False,American,Manhattan,10010.0,105.0,True
41583495,True,American,Manhattan,10011.0,104.0,False
41583557,True,Bakery Products/Desserts,Manhattan,10012.0,102.0,True
41583613,True,Sandwiches,Manhattan,10001.0,104.0,True
41583757,True,American,Manhattan,10003.0,105.0,True
41583783,True,Latin American,Bronx,10472.0,209.0,True
41584120,False,Caribbean,Bronx,11691.0,414.0,True
41584296,True,Irish,Brooklyn,11205.0,302.0,True
41584432,False,Hamburgers,Staten Island,10312.0,503.0,True
41584558,True,Ethiopian,Manhattan,10036.0,104.0,True
41584647,True,Frozen Desserts,Manhattan,10003.0,102.0,True
41584677,True,Japanese,Brooklyn,11215.0,306.0,True
41584936,True,Pizza,Manhattan,10019.0,105.0,True
41585053,True,"Juice, Smoothies, Fruit Salads",Manhattan,11691.0,414.0,True
41585425,False,Chinese,Brooklyn,11237.0,304.0,True
41585435,True,Seafood,Manhattan,10004.0,101.0,True
41585567,True,Italian,Manhattan,10023.0,107.0,True
41585575,True,Cajun,Brooklyn,11205.0,302.0,True
41585586,True,Asian/Asian Fusion,Manhattan,10027.0,109.0,True
41585806,True,Middle Eastern,Brooklyn,11201.0,306.0,True
41586126,True,Chinese,Manhattan,10002.0,103.0,True
41586213,True,Jewish/Kosher,Bronx,10463.0,208.0,True
41586344,False,American,Bronx,10460.0,206.0,False
41586885,True,American,Manhattan,10004.0,101.0,True
41587147,True,Italian,Brooklyn,11215.0,306.0,True
41587257,True,Chinese,Bronx,10462.0,209.0,True
41587378,True,Seafood,Brooklyn,11222.0,301.0,True
41587630,True,Chinese,Bronx,10459.0,203.0,False
41587706,False,American,Brooklyn,11231.0,306.0,False
41588040,True,Italian,Manhattan,10018.0,104.0,True
41588059,True,Chinese,Queens,11691.0,414.0,True
41588095,False,Bagels/Pretzels,Manhattan,10022.0,105.0,True
41588320,True,Spanish,Manhattan,10011.0,104.0,False
41588604,True,Jewish/Kosher,Manhattan,10021.0,108.0,True
41588813,True,Chinese,Brooklyn,11220.0,310.0,True
41588814,True,Bakery Products/Desserts,Brooklyn,11231.0,306.0,True
41589254,True,American,Manhattan,10017.0,106.0,False
41589349,True,Pizza,Staten Island,10306.0,502.0,True
41589520,True,American,Manhattan,10018.0,104.0,True
41589635,True,American,Manhattan,10036.0,104.0,True
41590317,False,Thai,Queens,11693.0,414.0,True
41590515,True,Chinese,Brooklyn,11221.0,304.0,True
41590644,True,American,Queens,11420.0,410.0,True
41590665,False,Latin American,Queens,11373.0,404.0,True
41590795,False,Bottled Beverages,Queens,11420.0,410.0,True
41590819,False,Asian/Asian Fusion,Queens,11420.0,410.0,True
41591008,False,Chicken,Bronx,10469.0,212.0,False
41591015,True,Chicken,Bronx,10469.0,212.0,True
41591198,True,American,Brooklyn,11237.0,304.0,False
41591264,True,Steakhouse,Queens,11420.0,410.0,True
41591307,True,Chinese,Queens,11420.0,410.0,False
